,Department,Title,Text,Vernehmlassung Day,Vernehmlassung Month,Vernehmlassung Year,Behoerde,SR Links,SR Numbers
58,UVEK,Revision Lärmschutz-Verordnung - Flexibilisierung der raumplanerischen Vorsorge gegen Fluglärm,"In Gebieten, die von Fluglärm betroffen sind, soll es künftig unter bestimmten Bedingungen möglich sein, Bauzonen auszuscheiden, neue Gebäude zu errichten oder bestehende aus- und umzubauen. Damit würden vorab Gemeinden um den Flughafen Zürich die Möglichkeit erhalten, bestehende Siedlungsgebiete zu verdichten.",31,5,2014,Departement oder Bundeskanzlei,['/eli/cc/1987/338_338_338/de'],['814.41']
59,UVEK,"Neuregelung der periodischen Nachprüfintervalle - Verordnung über die technischen Anforderungen an Strassenfahrzeuge (VTS), Verkehrsversicherungsverordnung (VVV)","Die amtlichen periodischen Nachprüfungen sollen sicherstellen, dass die in der Schweiz immatrikulierten Fahrzeuge in einem technisch guten Zustand bleiben. Die Qualität aktueller Fahrzeuge hat sich seit der Zeit der Einführung der heute noch geltenden Nachprüffristen verbessert. Der Bund will deshalb die Intervalle der amtlichen periodischen Nachprüfung an die technische Entwicklung anpassen. <br/>
Des Weiteren soll sich die Vergabe von Händlerschildern neu auch nach dem erzielten Umsatz richten können.",4,7,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,"['/eli/cc/1959/1271_1321_1317/de', '/eli/cc/1995/4425_4425_4425/de']","['741.31', '741.41']"
60,UVEK,Revision der Energieverordnung (EnV): Erhöhung des Zuschlags nach Art. 15b des Energiegesetzes (Art. 3j Abs. 1 EnV),"Der Bundesrat legt den Netzzuschlag stufenweise fest. Er berücksichtigt dabei die Wirtschaftlichkeit und das Potenzial der Technologien. Anpassungen sind - in Schritten von mindestens 0.05 Rp./kWh - nötig, wenn absehbar ist, dass der bisherige EnG-Zuschlag für die Finanzierung der Verwendungszwecke gemäss Art. 15b Abs. 1 EnG nicht mehr ausreicht.",6,5,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,,
61,UVEK,Änderung der Luftfahrtverordnung; Lockerung des Verbotes von Ultraleichtflugzeugen,"Der Betrieb von Ultraleichtflugzeugen (UL) nach schweizerischer Definition, d.h. von Flugzeugen mit einer Flächenbelastung von weniger als 20 kg/m2, ist seit 1984 verboten. Seit 2005 besteht die Möglichkeit, sogenannte Ecolight-Flugzeuge in der Schweiz zuzulassen. Seit dem Erlass des Verbotes wurden im Bereich der UL erhebliche technische Fortschritte erzielt. Die meisten heutigen UL haben zudem eine Flächenbelastung von mehr als 20 kg/m2. Das geltende Verbot ist damit praktisch toter Buchstabe. Neu sollen nebst den Ecolight-Flugzeugen UL mit Elektroantrieb (aerodynamisch gesteuerte Flugzeuge, Trikes, Gyrokopter), Hängegleiter mit Elektroantrieb und Gyrokopter mit Verbrennungsmotor zugelassen werden.",30,5,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/1973/1856_1856_1856/de'],['748.01']
62,UVEK,"Änderung der Energieverordnung (EnV): Kostendeckende Einspeisevergütung, Wartelistenmanagement, Stromkennzeichnung und Förderung","Im Rahmen der vorliegenden Revision werden verschiedene Anpassungen vorgenommen. Diese beziehen sich auf folgende Aspekte: Vergütungssätze bei der kostendeckenden Einspeisevergütung (KEV) und bei der Einmalvergütung für kleine Photovoltaik-Anlagen, Wartelistenmanagement bei der KEV, allgemeine vollzugstechnische Fragen zur KEV sowie Stromkennzeichnung und Förderung. Die vorgesehenen Anpassungen ergeben sich aufgrund der Ergebnisse der periodischen Überprüfung der Vergütungssätze sowie aufgrund parlamentarischer Vorstösse.",9,7,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2017/763/de'],['730.01']
63,UVEK,Revision Konzept Wolf Schweiz und Konzept Luchs Schweiz,"Die Konzepte Wolf Schweiz und Luchs Schweiz sind Vollzugshilfen des BAFU. Sie werden aufgrund eines Auftrags des Parlaments sowie der Erfahrungen der letzten Jahre revidiert. Neu wird die Möglichkeit der Regulation der Grossraubtierbestände in der Schweiz eingeführt. Künftig soll eine Regulation möglich sein, wenn die Bestände durch regelmässige Fortpflanzung gesichert sind, das Monitoring dafür besteht und zudem die Herdenschutzmassnahmen umgesetzt sind.",5,9,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,,
64,UVEK,Änderung der Verordnung des UVEK über die Abgeltung der Kantone für die Unterstützung des Vollzugs der Verordnung über die Lenkungsabgabe auf flüchtigen organischen Verbindungen,"Basierend auf einer Neubeurteilung der Abgeltung nach dem ersten Vollzugsjahr der neuen Befreiungslösung nach Artikel 9 VOCV sowie der Erhebung des Vollzugsaufwands der Kantone für die VOCV, wird die Verordnung angepasst.",9,9,2014,Departement oder Bundeskanzlei,['/eli/cc/2000/149/de'],['814.018.21']
65,UVEK,Teilrevision der Radio- und Fernsehverordnung (RTVV),"Die Teilrevision der RTVV sieht Anpassungen infolge der technischen Entwicklung (hybrides Fernsehen, digitale Verbreitung von bisherigen UKW-Radioprogrammen) vor. Zudem werden Erleichterungen für die Radio- und Fernsehveranstalter vorgesehen (administrative Entlastungen, Befreiung von Fensterauflagen).",15,8,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2007/151/de'],['784.401']
66,UVEK,"Verordnung über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Weiterentwicklung der Programmvereinbarungen für die Programmperiode 2016-2019",Durch die vorliegenden Verordnungsänderungen wird die Weiterentwicklung der Programmvereinbarungen im Hinblick auf die dritte Programmperiode gewährleistet. In der Hauptsache geht es um eine Harmonisierung der verschiedenen Regelungen im Umweltbereich sowie um Präzisierungen der Begriffe bzw. die Klärung von Auslegungsfragen.,10,10,2014,Departement oder Bundeskanzlei,,
67,UVEK,Totalrevision der Technischen Verordnung über Abfälle (TVA),"Die Technische Verordnung über Abfälle (TVA) regelt die Entsorgung von Abfällen. Um den Anforderungen an eine moderne Abfallpolitik, die den gesellschaftlichen, wirtschaftlichen und technischen Wandel mitvollzieht, gerecht zu werden, wird die TVA total revidiert.",30,11,2014,Departement oder Bundeskanzlei,['/eli/cc/2015/891/de'],['814.600']
68,UVEK,Teilrevision der Verordnung über die Wasser- und Zugvogelreservate von internationaler und nationaler Bedeutung (WZVV),"Die Wasser- und Zugvogelreservate-Verordnung vom 21. Januar 1991 wird teilrevidiert. Einerseits um für den Umgang mit dem Kormoran (Schadenverhütung, Schadenerhebung, Regulation der Kolonien) Regeln aufzustellen, andererseits um die Voraussetzungen und die Bewilligungspflicht für die Regulierung von Beständen jagdbarer Tierarten in Wasser- und Zugvogelreservaten zu präzisieren. Weiter werden Anpassungwünsche der Kantone in den Objektblättern (Gebietsbeschreibungen, Schutzziele, Perimeter und besondere Bestimmungen) aufgenommen.",17,10,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/1991/298_298_298/de'],['922.32']
69,UVEK,Änderung der Seilbahnverordnung,"Seit dem Inkrafttreten von Seilbahngesetz und Seilbahnverordnung am 1. Januar 2007 haben wir nunmehr über sieben Jahre Erfahrung mit der Anwendung des neuen Seilbahnrechts. Es hat sich in seinen Grundzügen bewährt. Deshalb möchten wir lediglich dort Verbesserungen an der Seilbahnverordnung und der Verordnung über die Ausbildung und Anerkennung der technischen Leiter von Seilbahnen vornehmen, wo in der praktischen Anwendung Verbesserungsmöglichkeiten erkannt wurden.",16,9,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2007/14/de'],['743.011']
70,UVEK,Totalrevision der Verordnung des UVEK über die Verkehrsregeln für Luftfahrzeuge,Die künftige Übernahme europäischer Bestimmungen bezüglich einheitlicher Luftverkehrsregeln und der zugehörigen Betriebsvorschriften für Dienste und Verfahren der Flugsicherung erfordert eine Totalrevision der bisher geltenden Verordnung des UVEK über die Verkehrsregeln für Luftfahrzeuge (VVR).,10,10,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2015/326/de'],['748.121.11']
71,UVEK,Revision des Gefahrgutrechts,Anlass für die vorliegende Anhörung bilden die Änderungen des Europäischen Übereinkommens über die internationale Beförderung gefährlicher Güter auf der Strasse (ADR). Aufgrund der ADR-Änderung ist auch eine Anpassung der Verordnung über die Beförderung gefährlicher Güter auf der Strasse (SDR) erforderlich. Bei dieser Gelegenheit erfolgen auch weitere Anpassungen der Anhänge 1 und 3 der SDR.,13,10,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/2002/685/de'],['741.621']
72,UVEK,Umsetzung der Motion 12.3979 «Verkehrserleichterungen für elektrische Mobilitätshilfen»,"Die vorgeschlagenen Änderungen zielen darauf ab, bei den Verkehrsregeln die stehrollerartigen Fahrzeuge vollständig und die rikschaartigen Fahrzeuge weitgehend den langsamen E-Bikes gleichzustellen. Stehrollerartige Fahrzeuge dürften damit neu zum Beispiel Velowege benützen und ab 14 Jahren mit dem Führerausweis für Motorfahrräder («Töffliausweis») und ab 16 Jahren ohne Ausweis gefahren werden. Auch rikschaartige Fahrzeuge dürften auf den Veloweg, sofern sie nicht breiter als ein Meter sind. Zum Führen eines rikschaartigen Fahrzeugs berechtigen eine breite Palette von Ausweisen: Jegliche Motorradausweise, der Ausweis B (Personenwagen) oder auch der Ausweis F (Ausweis bis 45 km/h). Je nach Ausweis ist somit das Fahren einer Rikscha ab 16 Jahren möglich. <br/>
Gleichzeitig soll die Revision genutzt werden, um klarer zu regeln, wer motorisierte Rollstühle benutzen darf. Mit motorisierten Rollstühlen darf auf Trottoirs und andern Fussgängerflächen gefahren werden. Dieses Privileg ist heute im Strassenverkehrsrecht an das Fahrzeug (Rollstuhl) und nicht an den Benutzer (gehbehinderte Person) geknüpft. Neu soll deshalb klar geregelt werden, dass nur gehbehinderte Personen motorisierte Rollstühle auch auf Fussgängerflächen fahren dürfen.",14,11,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,"['/eli/cc/1996/1078_1078_1078/de', '/eli/cc/1979/1961_1961_1961/de', '/eli/cc/1976/2423_2423_2423/de', '/eli/cc/1995/3997_3997_3997/de', '/eli/cc/1962/1364_1409_1420/de', '/eli/cc/1995/4425_4425_4425/de']","['741.031', '741.21', '741.51', '741.511', '741.11', '741.41']"
73,UVEK,"Umsetzung der Verordnung (EU) Nr. 165/2014, 1. Etappe, Änderung der ARV 1 (Geltungsbereich und Ergänzung der Fahrtschreiberbenutzungsvorschriften). Verordnung über die Arbeits- und Ruhezeit der berufsmässigen Motorfahrzeugführer und -führerinnen (ARV 1)","Auslöser für die vorliegende ARV 1-Revision ist die am 28. Februar 2014 im EU-Amtsblatt publizierte Verordnung (EU) Nr. 165/2014, welche u.a. die Vorschriften über den Fahrt-schreiber vereinfacht und einige punktuelle Neuerungen bringt, aber auch den Geltungsbereich der Verordnung (EG) Nr. 561/2006 ändert. Die ARV 1 soll an das ab dem 2. März 2015 geltende EU-Recht angepasst werden. Neu werden Fahrzeuge oder Fahrzeugkombinationen mit einem Gesamt(zugs)gewicht bis 7,5 t, die zum Transport von Material, Ausrüstungen oder Maschinen benutzt werden, das oder die der Führer oder die Führerin zur Berufsausübung benötigt, und die nur innerhalb eines Umkreises von 100 km vom Standort des Unternehmens und unter Bedingung benutzt werden, dass das Lenken des Fahrzeugs für den Führer oder die Führerin nicht die Haupttätigkeit darstellt, von der ARV 1 ausgenommen. Neu wird der Führer oder die Führerin von der Pflicht befreit, das Symbol des Landes, in dem er oder sie seine berufliche Tätigkeit beginnt und beendet, in den digitalen Fahrtschreiber einzugeben, wenn der Fahrtschreiber an einen Positionsbestimmungsdienst auf der Basis eines Satellitennavigationssystems angeschlossen ist, der diese Angaben automatisch aufzeichnet.",4,11,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/1995/4031_4031_4031/de'],['822.221']
74,UVEK,"Revision der Verordnung vom 26. August 1998 über die Sanierung von belasteten Standorten (Altlasten-Verordnung, AltlV)","Die vorliegende Revision der AltlV sieht vor, den Sanierungswert für Quecksilber für Böden von belasteten Standorten bei Haus- und Familiengärten gemäss Anhang 3 Ziffer 2 von 5 mg/kg auf 2 mg/kg anzupassen.",9,10,2014,Einheit der zentralen oder dezentralen Bundesverwaltung,['/eli/cc/1998/2261_2261_2261/de'],['814.680']
75,UVEK,"Änderung der Luftreinhalte-Verordnung (LRV) in den Bereichen stationäre Verbrennungsmotoren, Gasturbinen, weitere stationäre Anlagen sowie Brennstoffe und Marktüberwachung","Das Umweltschutzgesetz legt fest, dass Emissionen im Rahmen der Vorsorge so weit zu begrenzen sind, als dies technisch und betrieblich möglich und wirtschaftlich tragbar ist. Entsprechend richten sich die Emissionsgrenzwerte in der Luftreinhalte-Verordnung (LRV) nach dem Stand der Technik. Fortschritte in der Technik haben dazu geführt, dass die Grenzwerte in der LRV für gewisse Anlagentypen nicht mehr aktuell sind. Mit der vorliegenden Änderung der LRV sollen die Grenzwerte für stationäre Verbrennungsmotoren, Gasturbinen sowie für einige industrielle Anlagenkategorien deshalb angepasst werden. Zudem sollen gewisse kleinere Änderungen der Vorschriften für gewisse Brennstoffe, Feuerungsanlagen und im Bereich der Marktüberwachung vorgenommen werden. Die Umsetzung der neuen Bestimmungen wird zu einer Reduktion der Luftbelastung mit Stickoxiden, Feinstaub und weiteren Schadstoffen führen.",19,12,2014,Departement oder Bundeskanzlei,['/eli/cc/1986/208_208_208/de'],['814.318.142.1']
76,UVEK,4. Revision der Chemikalien-Risikoreduktions-Verordnung (ChemRRV),Hauptanlass für die vierte Änderung der ChemRRV ist die Entwicklung in der EU. Um Handelshemmnisse zu vermeiden und in der Schweiz dasselbe Schutzniveau für Mensch und Umwelt sicher zu stellen wie in der EU soll die ChemRRV an diese Neuerungen angepasst werden. Unabhängig von den Entwicklungen in der EU erzeugen Erfahrungen im Vollzug und Rückmeldungen der Industrie bei gewissen Bestimmungen der ChemRRV Änderungsbedarf.,15,12,2014,Departement oder Bundeskanzlei,['/eli/cc/2005/478/de'],['814.81']
77,UVEK,"Revision der Verordnung über den Schutz vor Störfällen (Störfallverordnung, StFV)","Mit der Revision der Chemikalienverordnung führt die Schweiz analog zur EU das im Rahmen der Vereinten Nationen entwickelte neue Chemikalienklassierungssystem auf den 1. Juni 2015 ein. Es harmonisiert weltweit die Einstufung und Kennzeichnung gefährlicher Chemikalien. Dadurch muss auch die Störfallverordnung (StFV) revidiert werden, da ihr Geltungsbereich von dieser Einstufung abhängt. Verbunden mit dieser notwendigen Revision soll gleichzeitig eine Optimierung vorgenommen werden. Sie reduziert die Anzahl der StFV unterstellten Betriebe, fokussiert stärker auf die störfallrelevanten Anlagen, stärkt den systematischen Umgang mit Sicherheitsmassnahmen und gibt klare Vorgaben für die behördlichen Kontrollen und die Information der Öffentlichkeit.Der Revisionsentwurf und der Erläuterungsbericht der StFV stehen auf der Webseite des Bundesamtes für Umwelt bis am 31. Dezember 2014 zur Verfügung.",31,12,2014,Departement oder Bundeskanzlei,['/eli/cc/1991/748_748_748/de'],['814.012']
78,UVEK,Bundesbeschluss über die zweite Etappe der Strommarktöffnung,"Mit dem Bundesbeschluss werden diejenigen Bestimmungen des Stromversorgungsgesetzes in Kraft gesetzt, welche die Grundsätze der vollen Marktöffnung enthalten (vgl. Art. 34 Abs. 3 StromVG). Im voll geöffneten Strommarkt wird der Netzzugang allen Marktteilnehmern gewährt, das heisst jeder Kunde kann seinen Stromlieferanten frei wählen. Für Endverbraucher mit einem Jahresverbrauch von weniger als 100 MWh elektrischer Energie pro Verbrauchsstätte besteht weiterhin die Möglichkeit, sich zu regulierten Tarifen von ihrem bisherigen Versorgungsunternehmen mit Strom beliefern zu lassen.",22,1,2015,Bundesrat,,
79,UVEK,Änderung der Verordnung über den Schutz vor nichtionisierender Strahlung (NISV),"Mit der vorliegenden Revision der NISV sollen die jüngsten Bundesgerichtsentscheide betreffend die Anforderungen bei der wesentlichen Änderung alter Hochspannungsleitungen und Fahrleitungen umgesetzt werden. Die Revision wird zum Anlass genommen, weitere Präzisierungen und Ergänzungen vorzunehmen. Die Wichtigste betrifft die Umweltbeobachtung und -information. Mit einer neuen Verordnungsbestimmung (Art. 19b) soll die Weiterführung der Risikobewertung langfristig gesichert und der Aufbau und Betrieb einer repräsentativen Erhebung der NIS-Immissionen ermöglicht werden.",10,1,2015,Departement oder Bundeskanzlei,['/eli/cc/2000/38/de'],['814.710']
